1525818709.92	2018-05-08 15:31:49.919339	None
1525818709.97	2018-05-08 15:31:49.973686	None
1525818710.03	2018-05-08 15:31:50.028308	None
1525818710.08	2018-05-08 15:31:50.083694	None
1525818710.14	2018-05-08 15:31:50.138318	None
1525818710.19	2018-05-08 15:31:50.193520	None
1525818710.25	2018-05-08 15:31:50.247250	None
1525818710.3	2018-05-08 15:31:50.301742	None
1525818710.36	2018-05-08 15:31:50.356061	None
1525818710.41	2018-05-08 15:31:50.410217	None
1525818710.47	2018-05-08 15:31:50.465444	None
1525818710.52	2018-05-08 15:31:50.519608	None
1525818710.57	2018-05-08 15:31:50.573561	None
1525818710.63	2018-05-08 15:31:50.628097	None
1525818710.68	2018-05-08 15:31:50.682701	None
1525818710.74	2018-05-08 15:31:50.736461	None
1525818710.79	2018-05-08 15:31:50.791499	None
1525818710.85	2018-05-08 15:31:50.845484	None
1525818710.9	2018-05-08 15:31:50.900044	None
1525818710.95	2018-05-08 15:31:50.954421	None
1525818711.01	2018-05-08 15:31:51.008295	None
1525818711.06	2018-05-08 15:31:51.062054	None
1525818711.12	2018-05-08 15:31:51.115951	None
1525818711.17	2018-05-08 15:31:51.170309	None
1525818711.22	2018-05-08 15:31:51.224401	None
1525818711.28	2018-05-08 15:31:51.278594	None
1525818711.33	2018-05-08 15:31:51.333230	None
1525818711.39	2018-05-08 15:31:51.387314	None
1525818711.44	2018-05-08 15:31:51.441831	None
1525818711.5	2018-05-08 15:31:51.495363	None
1525818711.55	2018-05-08 15:31:51.549888	None
1525818711.6	2018-05-08 15:31:51.604123	None
1525818711.66	2018-05-08 15:31:51.662558	None
1525818711.72	2018-05-08 15:31:51.722114	None
1525818711.78	2018-05-08 15:31:51.781855	None
1525818711.84	2018-05-08 15:31:51.836107	None
1525818711.89	2018-05-08 15:31:51.889705	None
1525818711.94	2018-05-08 15:31:51.942968	None
1525818712.0	2018-05-08 15:31:51.997272	None
1525818712.05	2018-05-08 15:31:52.051208	None
1525818712.11	2018-05-08 15:31:52.105352	None
1525818712.16	2018-05-08 15:31:52.159636	None
1525818712.21	2018-05-08 15:31:52.214023	None
