1525829520.71	2018-05-08 18:32:00.705392	0.0
1525829520.76	2018-05-08 18:32:00.755824	388116.666878
1525829520.81	2018-05-08 18:32:00.806238	556149.053336
1525829520.86	2018-05-08 18:32:00.856714	379497.38452
1525829520.91	2018-05-08 18:32:00.907148	587339.777801
1525829520.96	2018-05-08 18:32:00.957577	234929.247154
1525829521.01	2018-05-08 18:32:01.007882	413470.853752
1525829521.06	2018-05-08 18:32:01.058213	588410.768743
1525829521.11	2018-05-08 18:32:01.108580	235223.933164
1525829521.16	2018-05-08 18:32:01.161434	0.0
1525829521.21	2018-05-08 18:32:01.212694	521322.834946
1525829521.26	2018-05-08 18:32:01.263132	587556.442746
1525829521.31	2018-05-08 18:32:01.313522	176250.261718
1525829521.36	2018-05-08 18:32:01.363949	0.0
1525829521.41	2018-05-08 18:32:01.414362	528793.295871
1525829521.51	2018-05-08 18:32:01.512177	439421.191442
1525829521.56	2018-05-08 18:32:01.562498	0.0
1525829521.61	2018-05-08 18:32:01.612970	293424.353634
1525829521.66	2018-05-08 18:32:01.663295	353145.143918
1525829521.71	2018-05-08 18:32:01.713565	560423.499308
1525829521.76	2018-05-08 18:32:01.763959	235125.993215
1525829521.81	2018-05-08 18:32:01.814731	0.0
1525829521.91	2018-05-08 18:32:01.911815	457588.524788
1525829521.96	2018-05-08 18:32:01.962203	617995.129013
1525829522.01	2018-05-08 18:32:02.012508	0.0
1525829522.06	2018-05-08 18:32:02.063075	175751.590765
1525829522.11	2018-05-08 18:32:02.113512	293575.510374
1525829522.16	2018-05-08 18:32:02.163844	618586.475493
1525829522.21	2018-05-08 18:32:02.214161	470942.743751
1525829522.26	2018-05-08 18:32:02.264574	0.0
1525829522.31	2018-05-08 18:32:02.315012	234847.089309
1525829522.37	2018-05-08 18:32:02.365378	293977.038632
1525829522.42	2018-05-08 18:32:02.416835	604943.20839
1525829522.47	2018-05-08 18:32:02.468138	519759.745781
1525829522.52	2018-05-08 18:32:02.518598	0.0
1525829522.57	2018-05-08 18:32:02.568943	117689.400049
1525829522.62	2018-05-08 18:32:02.619332	323971.52677
1525829522.67	2018-05-08 18:32:02.669756	587420.314053
1525829522.72	2018-05-08 18:32:02.720274	616245.302074
1525829522.77	2018-05-08 18:32:02.770788	117281.101563
1525829522.82	2018-05-08 18:32:02.821171	0.0
1525829522.87	2018-05-08 18:32:02.871598	176228.593995
1525829522.92	2018-05-08 18:32:02.922021	528665.784225
1525829522.97	2018-05-08 18:32:02.972397	617898.630327
1525829523.02	2018-05-08 18:32:03.022621	530857.001932
1525829523.07	2018-05-08 18:32:03.073183	0.0
1525829523.12	2018-05-08 18:32:03.123562	0.0
1525829523.17	2018-05-08 18:32:03.173978	293779.61077
1525829523.22	2018-05-08 18:32:03.224412	617331.9438
1525829523.27	2018-05-08 18:32:03.274811	587712.095672
1525829523.33	2018-05-08 18:32:03.325078	442605.097884
1525829523.38	2018-05-08 18:32:03.375471	0.0
1525829523.43	2018-05-08 18:32:03.425785	834.790203958
1525829523.48	2018-05-08 18:32:03.476253	234767.207083
1525829523.53	2018-05-08 18:32:03.526654	617691.114077
1525829523.58	2018-05-08 18:32:03.577440	641554.527106
1525829523.63	2018-05-08 18:32:03.627739	529988.889567
1525829523.68	2018-05-08 18:32:03.678220	0.0
1525829523.73	2018-05-08 18:32:03.728493	0.0
1525829523.78	2018-05-08 18:32:03.778758	176783.628888
1525829523.83	2018-05-08 18:32:03.829083	500932.826613
1525829523.88	2018-05-08 18:32:03.879684	585584.590961
1525829523.93	2018-05-08 18:32:03.930240	585769.580129
1525829523.98	2018-05-08 18:32:03.980605	265270.788595
1525829524.03	2018-05-08 18:32:04.031090	0.0
1525829524.08	2018-05-08 18:32:04.081701	0.0
1525829524.13	2018-05-08 18:32:04.132044	293668.500541
1525829524.18	2018-05-08 18:32:04.182530	586710.135491
1525829524.23	2018-05-08 18:32:04.232932	617688.192309
1525829524.28	2018-05-08 18:32:04.283317	588059.83291
1525829524.33	2018-05-08 18:32:04.334013	116816.282386
1525829524.38	2018-05-08 18:32:04.384429	0.0
1525829524.43	2018-05-08 18:32:04.434841	58758.1452834
1525829524.49	2018-05-08 18:32:04.485209	265339.863969
